severity,affected_population,disaster_type,rainfall_mm,road_blockage_percent,medical_need_level,elderly_population,infrastructure_damage_level,rescue_team_availability,area_size_km2,hospital_distance_km,response_time_target_min,teams_required,ambulances_required,food_packets_required,medical_kits_required
9,1793,LANDSLIDE,24.9,78.8,4,175,9,39,98.1,21.9,15,409,26,4572,68
9,3896,CYCLONE,160.5,17.5,9,248,3,31,54.6,10.6,45,947,69,9830,132
9,3571,EARTHQUAKE,94.8,6.3,3,265,5,27,33.0,33.4,45,819,40,9018,113
4,3963,CYCLONE,15.0,51.2,2,480,8,13,29.6,43.6,60,454,35,9948,125
2,3935,LANDSLIDE,222.7,93.4,10,833,10,5,98.7,12.0,60,220,41,9858,142
3,4824,CYCLONE,172.7,88.9,7,493,6,4,61.2,29.2,15,415,53,12090,158
1,928,FLOOD,159.7,55.4,8,88,1,35,90.6,41.8,45,28,13,2330,44
3,789,OTHER,25.5,59.4,9,85,5,11,65.2,20.1,45,53,11,2002,46
10,3760,CYCLONE,111.2,17.1,6,807,8,22,63.7,29.0,30,1030,58,9500,127
9,920,CYCLONE,15.4,14.3,8,183,8,47,54.1,33.4,15,248,37,2390,50
3,2461,CYCLONE,162.1,63.9,8,565,8,1,92.7,37.8,45,229,34,6182,94
5,2702,FLOOD,237.0,79.5,4,365,3,34,99.5,49.1,15,307,30,6805,88
2,1502,OTHER,65.3,3.0,9,226,7,35,11.9,5.0,30,64,13,3775,68
10,4037,CYCLONE,23.9,94.5,6,667,1,48,79.6,33.2,30,1090,57,10192,128
2,3657,LANDSLIDE,173.1,37.0,3,592,7,28,58.7,11.8,45,194,33,9162,117
2,2574,OTHER,151.4,75.1,8,623,1,50,83.7,16.6,30,93,20,6455,91
7,173,OTHER,223.3,12.2,4,35,2,1,25.2,43.0,30,25,12,502,15
10,3895,FIRE,40.3,86.6,6,289,7,3,57.6,34.8,45,736,39,9838,130
9,837,CYCLONE,215.2,4.3,6,52,3,20,21.6,23.6,60,211,35,2182,39
2,2821,OTHER,238.5,53.1,4,354,7,9,91.5,4.9,45,112,21,7072,96
9,4921,LANDSLIDE,170.5,20.9,4,1031,1,46,1.2,17.4,45,1038,52,12392,150
7,750,FIRE,189.9,29.2,4,50,6,25,82.1,12.7,60,112,16,1945,35
10,1533,FIRE,104.0,87.7,2,193,4,26,95.7,31.1,30,296,16,3932,52
9,1975,LANDSLIDE,145.8,45.7,3,313,7,50,65.2,21.1,45,439,27,5028,69
4,2426,EARTHQUAKE,156.4,37.8,5,245,7,5,4.0,6.1,60,267,30,6105,86
6,1687,FIRE,160.6,81.8,5,222,5,3,97.5,48.2,15,203,21,4278,63
4,4599,CYCLONE,0.4,49.0,4,237,3,32,42.3,21.7,15,505,43,11538,142
5,2133,OTHER,81.2,11.6,10,204,6,14,92.7,29.2,15,191,25,5382,87
7,4067,LANDSLIDE,78.0,75.6,10,713,1,37,17.8,25.8,45,674,55,10238,137
10,4180,LANDSLIDE,229.6,87.1,6,302,4,50,33.2,37.7,60,995,57,10550,135
3,4031,FLOOD,136.1,88.8,1,718,7,36,96.0,49.3,15,288,31,10108,124
7,2229,OTHER,229.7,3.5,5,533,10,33,76.1,45.2,60,280,24,5642,84
4,4502,LANDSLIDE,133.0,74.7,9,425,4,14,40.8,38.3,60,438,48,11295,151
1,2066,FLOOD,69.8,0.8,1,360,2,23,19.7,41.5,60,50,16,5175,63
1,1536,CYCLONE,38.3,13.3,5,318,1,17,7.2,42.5,30,46,16,3850,55
2,295,OTHER,195.7,45.0,3,15,5,5,2.5,35.7,60,23,7,758,19
10,2239,FLOOD,169.5,16.0,6,558,4,36,64.5,3.9,60,497,38,5698,80
10,2545,FLOOD,286.4,92.4,3,509,9,30,3.3,36.8,60,583,34,6462,88
3,3203,FIRE,259.7,57.4,4,277,6,6,99.2,42.3,30,194,27,8038,106
3,2382,FLOOD,79.5,89.0,4,201,2,7,53.6,31.5,15,168,21,5985,78
4,2512,LANDSLIDE,157.8,9.9,7,233,8,1,15.4,20.6,30,258,32,6320,94
1,1250,FLOOD,9.5,33.5,4,160,7,47,14.0,29.0,30,48,10,3135,51
7,4464,CYCLONE,9.4,33.9,8,763,1,4,10.0,12.9,45,840,58,11230,145
10,110,FLOOD,239.6,21.6,8,7,1,42,45.4,8.9,15,28,33,375,20
4,4438,LANDSLIDE,169.9,74.3,8,1007,7,32,14.7,6.9,45,441,47,11135,150
6,2298,OTHER,122.3,11.2,8,165,3,36,80.9,48.3,60,237,26,5805,85
1,3735,FIRE,91.9,40.7,3,803,5,19,85.8,46.6,30,82,23,9348,118
3,2963,EARTHQUAKE,27.9,39.7,3,351,4,38,27.4,5.0,15,238,26,7438,95
10,2234,FIRE,222.6,44.6,8,506,7,40,2.7,34.0,60,428,39,5685,87
6,2597,FLOOD,67.4,13.1,7,170,8,39,81.9,36.3,15,360,32,6552,96
3,2224,FIRE,248.1,35.9,9,267,7,3,13.6,6.2,15,140,25,5590,89
6,4409,CYCLONE,276.7,9.1,7,697,7,49,70.5,36.9,60,729,61,11082,147
5,3933,CYCLONE,128.4,87.9,9,727,3,14,46.6,50.0,15,543,54,9882,133
9,4315,FIRE,93.6,25.9,9,862,8,43,56.0,5.3,15,731,48,10878,149
10,276,LANDSLIDE,87.5,84.6,3,18,5,3,5.5,29.0,30,86,15,790,19
7,4990,OTHER,187.6,83.4,6,1227,5,35,27.3,22.4,60,598,39,12545,160
1,4140,EARTHQUAKE,35.2,57.4,9,546,5,28,19.2,36.0,15,124,35,10360,141
3,550,EARTHQUAKE,59.8,72.7,3,122,6,22,0.6,11.2,30,67,9,1405,28
1,509,FLOOD,5.5,51.9,4,106,7,30,24.3,6.5,15,34,5,1282,30
1,4238,CYCLONE,171.5,77.8,2,314,2,26,79.9,2.1,15,128,40,10605,127
7,4660,OTHER,188.3,82.0,3,871,4,30,74.3,29.5,60,557,32,11720,143
10,376,LANDSLIDE,2.7,79.5,6,41,2,36,42.8,50.0,60,101,24,1040,25
4,342,FLOOD,6.9,59.7,10,52,4,16,43.7,44.6,30,45,15,895,34
8,685,FLOOD,157.0,8.5,2,124,9,42,37.3,13.7,30,143,14,1792,33
10,2541,EARTHQUAKE,291.8,18.9,5,536,1,5,36.6,16.9,30,640,47,6452,84
5,3392,LANDSLIDE,9.0,32.2,10,581,5,19,58.4,35.5,60,413,41,8530,122
7,3627,EARTHQUAKE,214.8,9.5,9,281,1,9,70.8,27.4,15,639,57,9138,123
9,1256,EARTHQUAKE,195.8,51.3,10,294,5,1,15.4,44.6,30,303,49,3230,61
1,4358,FIRE,150.2,7.0,5,818,3,30,23.1,45.7,30,87,29,10905,138
7,2562,EARTHQUAKE,285.3,22.2,8,137,5,6,16.4,5.6,30,466,49,6475,94
9,2729,FLOOD,164.7,68.7,2,479,6,23,56.7,15.1,60,554,28,6912,88
2,269,FLOOD,139.4,17.3,1,27,7,2,5.9,7.3,30,31,6,692,17
9,1184,LANDSLIDE,26.0,9.0,3,106,3,37,73.6,46.3,60,258,18,3050,43
2,2884,FLOOD,37.5,65.5,5,690,6,1,50.0,22.0,45,146,23,7230,98
4,2128,FIRE,114.6,4.6,5,385,3,29,42.2,11.7,45,163,20,5360,74
7,216,FLOOD,186.6,33.3,1,26,4,47,31.3,42.4,45,46,9,610,12
4,2874,CYCLONE,288.3,8.3,7,451,3,21,75.8,37.7,30,317,43,7225,99
8,1511,LANDSLIDE,135.9,0.4,7,331,7,23,93.2,39.4,30,302,34,3858,64
3,2271,FLOOD,286.9,62.1,8,515,7,35,44.5,43.0,45,171,30,5708,88
10,2413,LANDSLIDE,140.1,8.1,3,399,4,24,2.0,21.2,15,575,31,6132,79
9,2494,CYCLONE,169.7,99.3,3,187,6,18,81.3,16.1,45,628,36,6325,83
7,3109,CYCLONE,45.7,11.0,2,364,7,17,60.7,37.8,30,604,32,7842,100
6,2113,CYCLONE,235.7,1.7,7,384,5,19,64.5,5.3,15,354,41,5342,79
2,4049,EARTHQUAKE,164.0,8.0,3,577,1,43,43.2,16.0,45,206,38,10142,123
10,2365,CYCLONE,262.3,50.3,3,460,9,34,28.1,40.3,15,665,39,6012,83
7,3329,FIRE,259.9,1.8,2,710,1,12,9.6,40.9,45,430,28,8392,100
5,1616,OTHER,224.9,8.2,3,160,1,8,71.0,3.5,60,137,16,4090,53
1,1973,LANDSLIDE,42.7,71.4,9,250,1,13,16.7,50.0,30,56,18,4942,75
2,4881,LANDSLIDE,165.2,59.2,10,1134,1,6,9.4,14.5,15,236,46,12222,160
4,2449,LANDSLIDE,244.0,24.1,8,488,10,30,76.3,28.2,15,259,35,6162,96
2,3188,EARTHQUAKE,228.2,94.0,10,782,1,47,51.0,5.8,45,172,38,7990,112
8,4301,FIRE,260.2,92.1,2,281,8,22,22.7,27.0,15,655,34,10832,135
1,3881,EARTHQUAKE,167.4,67.6,8,599,1,31,14.2,23.9,15,107,37,9712,128
4,3843,FLOOD,283.6,10.6,1,616,9,8,78.0,24.0,30,357,34,9648,121
3,1671,OTHER,178.7,75.8,7,167,8,50,12.5,10.7,45,105,17,4208,70
4,340,LANDSLIDE,263.5,56.0,2,78,1,12,79.9,27.8,45,40,13,890,15
6,3823,CYCLONE,9.4,17.0,5,702,5,13,79.9,7.6,60,629,43,9618,124
3,1339,FLOOD,117.2,3.8,7,228,7,36,35.6,23.3,60,106,19,3378,59
8,173,LANDSLIDE,240.3,68.2,6,10,10,45,12.3,29.3,45,67,25,512,27
3,742,FIRE,16.5,11.5,7,169,3,25,7.7,24.5,15,48,10,1885,38
4,1628,FIRE,13.9,94.1,9,331,3,19,84.9,35.4,15,133,19,4110,68
10,4418,EARTHQUAKE,173.4,28.9,5,665,4,2,1.5,45.7,60,1119,57,11145,140
10,621,FLOOD,94.9,22.9,3,43,2,25,47.9,18.9,60,142,16,1652,26
5,3321,OTHER,238.3,23.1,10,738,4,20,55.2,5.6,45,286,34,8352,119
1,980,FIRE,273.6,42.1,3,145,10,28,85.6,7.0,60,43,12,2460,44
4,4530,FIRE,96.3,76.5,2,350,2,29,90.8,17.1,15,342,29,11365,135
3,1928,CYCLONE,111.6,56.3,9,134,6,17,15.9,42.9,15,179,30,4850,79
10,3793,EARTHQUAKE,68.1,38.3,3,413,5,28,76.0,42.3,45,967,42,9582,119
5,3473,LANDSLIDE,140.6,3.7,2,480,1,30,20.8,41.5,60,408,32,8732,104
2,2972,LANDSLIDE,241.7,75.5,8,464,4,31,66.6,4.0,15,157,33,7450,105
8,2615,FIRE,293.6,53.0,3,595,5,5,84.1,25.7,45,398,27,6618,86
8,1493,LANDSLIDE,14.9,56.3,6,152,7,44,53.0,49.1,60,304,28,3812,62
3,4556,CYCLONE,250.2,99.7,8,607,5,9,1.5,33.0,60,391,54,11420,151
4,1188,LANDSLIDE,283.7,86.0,4,283,4,47,55.1,46.1,60,130,22,3010,46
7,1143,FIRE,181.1,21.8,9,155,9,31,60.9,20.9,15,168,28,2928,60
5,4245,CYCLONE,298.1,59.1,4,361,6,50,37.4,12.5,15,592,51,10662,135
6,218,OTHER,157.4,83.4,3,31,10,27,74.3,47.9,45,47,9,605,22
10,3691,LANDSLIDE,285.5,77.7,6,326,6,27,45.3,37.1,60,885,55,9328,123
8,2787,FIRE,76.4,43.6,2,466,1,16,83.2,26.8,30,414,21,7048,85
3,3916,EARTHQUAKE,258.1,75.0,3,552,4,12,6.4,9.6,30,313,40,9820,122
8,856,FLOOD,228.5,83.6,6,154,8,28,60.9,48.5,15,176,27,2220,44
7,1356,FLOOD,233.8,15.8,9,168,5,18,83.8,20.8,30,220,35,3460,62
1,3080,EARTHQUAKE,282.0,83.6,10,158,10,12,19.1,45.0,60,115,35,7710,118
10,4512,FLOOD,28.7,97.9,5,391,7,18,49.8,4.8,60,1004,46,11380,146
9,217,FLOOD,135.2,88.4,1,50,2,26,92.4,22.8,15,55,8,632,10
6,98,FLOOD,87.4,19.8,3,13,8,12,25.8,14.7,30,35,9,305,17
2,3619,EARTHQUAKE,169.0,78.3,7,889,9,1,54.2,47.9,15,216,37,9068,126
7,2673,FIRE,18.3,88.1,10,523,9,21,11.3,30.6,30,369,34,6752,105
3,3794,OTHER,47.4,75.8,3,600,2,11,89.5,6.8,60,199,22,9515,116
4,2861,OTHER,14.3,97.5,10,610,1,9,83.1,36.2,60,199,25,7192,103
7,2722,EARTHQUAKE,136.1,16.6,5,329,4,38,49.2,31.5,45,490,38,6875,92
1,3718,OTHER,0.2,85.9,7,409,1,27,74.9,49.7,60,70,20,9305,121
1,1399,FLOOD,163.7,66.5,2,228,3,39,5.1,10.1,15,44,14,3508,47
6,2461,EARTHQUAKE,185.9,27.9,9,404,1,38,22.9,45.0,45,375,44,6212,89
4,2035,EARTHQUAKE,52.0,95.7,4,247,1,10,81.1,45.4,45,216,23,5128,67
6,496,FLOOD,185.5,72.9,6,52,1,15,85.6,29.5,45,73,20,1300,27
4,1596,EARTHQUAKE,57.8,16.2,4,205,3,38,43.0,1.4,15,170,20,4030,57
6,4632,OTHER,222.1,100.0,4,345,5,49,27.4,8.9,15,480,34,11640,145
8,2740,CYCLONE,117.8,90.8,10,466,3,4,12.2,12.9,60,604,58,6930,101
7,1632,FLOOD,144.3,30.9,6,172,2,1,38.7,30.2,45,255,28,4150,61
2,4649,EARTHQUAKE,270.5,34.2,2,777,3,26,44.9,35.4,15,245,44,11642,140
8,3060,EARTHQUAKE,216.8,12.8,7,676,5,31,32.2,33.7,60,628,50,7730,106
5,3148,FLOOD,269.2,14.2,1,717,7,8,45.1,38.6,15,360,29,7920,99
1,4688,CYCLONE,47.5,74.2,9,1080,6,9,27.4,10.4,15,152,43,11730,158
2,2908,OTHER,69.1,33.2,1,330,5,14,72.1,7.8,15,109,16,7290,90
5,1957,OTHER,252.4,51.7,8,287,10,30,64.0,13.8,30,187,25,4942,82
6,2068,EARTHQUAKE,46.0,9.3,9,201,5,41,79.9,16.7,15,326,37,5230,82
10,1487,OTHER,278.3,0.7,9,218,1,28,49.5,19.7,30,250,36,3818,61
4,1930,EARTHQUAKE,176.7,98.6,7,233,6,40,94.3,9.1,60,221,30,4865,75
9,2384,LANDSLIDE,82.5,88.3,6,422,6,48,53.0,10.4,30,526,38,6050,86
6,3591,OTHER,238.1,13.5,3,192,9,18,40.1,7.1,30,378,27,9038,118
6,2509,EARTHQUAKE,258.7,63.8,6,495,2,38,39.5,28.2,30,389,40,6332,86
3,2880,FLOOD,226.5,53.3,6,564,7,11,75.8,49.5,60,210,30,7230,101
3,4535,LANDSLIDE,56.6,76.0,3,812,2,11,79.4,13.0,45,330,36,11368,138
2,2364,CYCLONE,172.0,59.4,1,404,7,26,17.4,35.0,15,155,25,5930,77
3,3367,LANDSLIDE,0.1,91.9,6,725,1,38,36.4,10.5,15,247,30,8448,109
8,2345,OTHER,11.8,71.7,10,152,2,37,22.4,19.2,30,321,32,5942,89
9,1465,EARTHQUAKE,48.1,83.6,2,98,10,15,38.5,1.3,15,368,19,3752,56
7,184,CYCLONE,43.1,48.6,1,20,5,26,11.5,34.6,60,56,6,530,12
1,3893,LANDSLIDE,261.1,39.1,4,746,6,1,2.0,17.0,60,111,36,9742,125
3,1647,FIRE,127.1,44.5,7,299,4,44,11.6,49.2,30,103,18,4148,65
7,949,FLOOD,192.9,79.3,5,101,2,28,30.3,47.0,15,156,23,2442,39
7,2868,FIRE,270.0,28.8,4,407,8,31,66.0,20.0,45,388,29,7240,98
8,3452,FLOOD,126.6,69.3,5,589,3,40,97.5,41.1,60,612,39,8710,112
2,3887,FIRE,257.5,10.0,9,537,2,32,62.2,28.7,30,148,32,9738,131
5,1507,FLOOD,264.7,28.7,4,209,5,50,27.1,38.7,30,179,23,3818,56
4,2210,FIRE,128.5,33.5,4,331,7,37,25.9,28.9,15,180,19,5565,78
3,2950,FIRE,231.8,37.0,4,370,3,27,56.2,3.0,60,172,25,7405,95
3,1630,CYCLONE,130.2,70.6,2,294,1,39,34.2,25.5,45,141,20,4105,52
6,3956,OTHER,283.1,17.4,7,772,4,21,78.1,30.6,15,405,36,9950,131
10,1815,LANDSLIDE,160.1,26.2,7,108,8,42,63.7,37.1,45,448,42,4638,74
4,3742,CYCLONE,286.9,52.3,5,345,1,26,72.9,5.0,60,408,47,9395,118
6,3414,FIRE,268.8,84.9,3,634,7,49,23.8,28.1,15,397,30,8595,111
6,2442,OTHER,26.1,37.3,9,486,10,3,93.9,8.3,60,267,26,6165,98
3,4735,FLOOD,3.3,51.7,6,275,8,42,84.2,28.5,15,333,37,11868,155
5,1944,FIRE,123.6,88.2,1,228,1,15,70.7,22.8,60,187,15,4910,59
10,4181,EARTHQUAKE,63.4,39.6,8,765,1,26,47.4,39.8,15,1052,63,10552,136
9,1121,EARTHQUAKE,220.5,42.1,8,260,5,50,8.6,1.8,60,271,42,2892,53
9,4163,LANDSLIDE,98.7,50.2,6,771,1,25,47.3,11.1,60,882,51,10498,132
4,2505,OTHER,244.0,69.6,10,560,9,49,48.4,20.6,45,190,27,6302,101
6,189,OTHER,191.0,57.1,3,40,8,4,26.6,43.0,60,39,9,532,19
2,4475,LANDSLIDE,204.8,44.3,7,573,3,4,76.4,20.7,30,221,42,11208,145
10,131,LANDSLIDE,57.5,81.0,10,11,9,40,8.5,49.8,30,63,38,428,33
8,993,CYCLONE,46.2,70.2,4,203,4,30,9.5,37.1,15,232,22,2562,40
9,3474,FIRE,183.2,17.2,10,376,1,14,71.9,30.0,30,577,48,8775,120
2,1954,FIRE,90.7,99.0,10,368,2,19,36.2,28.7,60,83,18,4905,78
8,229,LANDSLIDE,179.6,6.4,6,48,8,13,0.7,13.7,30,66,23,652,27
5,1910,CYCLONE,273.7,74.2,5,347,4,4,69.9,39.4,15,275,34,4825,69
8,4423,FLOOD,124.3,50.2,1,562,7,42,27.5,11.9,15,789,35,11138,135
6,4332,CYCLONE,259.1,75.9,1,305,5,50,58.3,36.4,30,717,45,10890,131
9,773,FIRE,0.4,93.9,1,56,1,39,97.7,21.2,45,137,7,2022,25
1,3665,FLOOD,61.1,51.3,9,206,2,30,16.4,8.4,30,89,28,9172,125
10,3406,CYCLONE,52.2,87.0,5,737,9,21,75.4,2.5,15,946,49,8615,116
8,1216,CYCLONE,152.3,57.9,6,292,3,42,64.9,31.9,15,275,34,3120,50
2,3442,CYCLONE,0.7,93.7,2,667,7,8,17.6,24.1,60,216,29,8625,109
3,137,CYCLONE,9.9,13.3,1,13,2,30,6.2,38.1,30,19,3,372,8
7,1604,OTHER,270.4,26.5,5,150,10,25,63.2,10.0,45,209,22,4080,66
6,4285,OTHER,246.4,48.5,1,283,1,48,74.8,40.7,30,434,28,10772,125
5,1339,OTHER,263.1,21.5,10,71,2,10,95.7,23.5,30,117,24,3398,60
1,1506,CYCLONE,272.8,57.0,7,323,1,16,61.2,32.8,60,49,24,3775,58
1,1090,FIRE,72.7,31.8,5,63,6,15,70.0,21.8,15,36,9,2735,47
9,3611,FIRE,233.7,27.8,1,881,7,45,27.6,44.0,30,613,27,9118,112
2,2895,OTHER,171.0,99.8,4,444,5,46,40.3,8.5,30,113,20,7258,96
3,1900,LANDSLIDE,11.5,40.3,8,324,10,34,41.1,29.7,30,165,22,4780,80
6,4773,FIRE,170.1,48.5,3,367,1,17,19.0,26.7,30,531,35,11992,143
3,3374,CYCLONE,186.0,1.1,7,437,8,37,58.5,9.7,45,296,41,8465,118
7,4843,CYCLONE,197.2,15.4,10,1008,9,16,21.9,37.8,60,934,73,12178,167
7,4564,CYCLONE,139.2,49.5,10,399,7,1,30.5,13.1,30,880,69,11480,157
1,4296,FIRE,268.6,81.3,2,496,10,34,74.7,48.8,15,107,30,10750,137
3,1042,LANDSLIDE,3.0,0.4,2,112,1,42,97.9,35.2,60,76,9,2635,35
3,561,FIRE,222.4,66.1,1,125,10,5,22.2,6.8,30,58,9,1432,28
9,4719,LANDSLIDE,96.4,90.1,9,679,1,38,61.5,22.3,45,1002,64,11888,154
7,2444,EARTHQUAKE,222.7,66.7,3,267,1,22,62.3,35.8,30,437,33,6180,77
1,4258,EARTHQUAKE,70.1,83.2,1,698,8,28,43.1,47.2,15,139,34,10655,132
10,2148,CYCLONE,271.7,40.1,10,511,9,3,65.1,43.0,60,606,66,5470,90
9,1088,FLOOD,25.6,65.9,4,191,1,29,61.8,21.0,60,220,19,2810,40
10,2739,LANDSLIDE,45.9,76.4,5,602,1,20,25.2,47.0,60,649,38,6948,89
5,997,OTHER,49.0,22.6,2,180,8,43,62.1,42.7,15,101,8,2542,40
1,434,LANDSLIDE,147.1,19.6,3,28,6,4,23.0,5.2,30,29,8,1095,24
1,1211,OTHER,100.1,62.2,10,205,2,38,20.2,24.7,30,28,11,3038,57
8,340,EARTHQUAKE,89.5,18.4,5,74,5,18,84.7,15.0,15,85,20,930,25
5,4051,LANDSLIDE,7.7,75.0,9,539,3,50,22.9,49.3,15,488,44,10178,137
8,3397,FIRE,22.9,75.7,2,704,1,45,56.0,39.3,45,506,24,8572,102
